R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
Stephen Thompson,Vicente Luque,-115,-105,86.95652174,95.23809524,11/02/2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE,3,0,6,0,,0.53,1,0.82,0.5,6,2,22,0,0,1,0,5,3,0,10,Orthodox,180.34,190.5,170,2,0,1,,0.44,0,0.36,0.45,7,4,40,2,0,0,4,5,0,0,9,Orthodox,182.88,190.5,170,36,28,2,6,-1,1,2,-18,-2,0,3,-2.54,0,8,0,1,0.46,0,1,14,9,,,,,,,,9,,,,,,,,,,,,,14,,,,,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Lewis,Blagoy Ivanov,-115,-105,86.95652174,95.23809524,11/02/2019,"New York City, New York, USA", USA,Red,FALSE,Heavyweight,MALE,3,0,2,0,,0.38,0.2,1.07,0.62,2,1,11,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,2,0,0,,0.49,0,0.52,0.25,6,5,38,1,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,34,33,2,2,-4,-10,4,-27,-1,-10,0,-10.16,-15.24,1,0,0.2,0.55,0,1,9,5,,,,,5,,,,,,,,,,,,,9,,,,,,,,,Red,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Lee,Gregor Gillespie,150,-170,150,58.82352941,11/02/2019,"New York City, New York, USA", USA,Red,FALSE,Lightweight,MALE,3,0,6,0,,0.49,0.9,7.02,0.47,6,0,11,0,0,0,1,3,2,0,6,Orthodox,170.18,180.34,155,2,0,0,,0.42,0.9,3.23,0.42,5,2,40,1,0,1,3,2,4,0,10,Orthodox,175.26,195.58,170,27,23,2,6,1,-4,2,-29,-1,1,-2,-5.08,-15.24,4,0,0,3.79,0,1,11,8,,,,,,,,,8,,,,,,,,,,,,,11,,,,,Red,KO/TKO,Kick,1,2:47,167,,,,,,,,,,,,,,,,,,,,,,,,
Corey Anderson,Johnny Walker,155,-175,155,57.14285714,11/02/2019,"New York City, New York, USA", USA,Red,FALSE,Light Heavyweight,MALE,3,0,3,0,,0.69,2.3,0.75,1,3,0,3,0,0,0,0,3,0,0,3,Orthodox,198.12,208.28,205,0,3,0,,0.46,0,4.98,0.5,3,4,34,0,0,0,7,2,0,0,9,Orthodox,190.5,200.66,205,30,27,0,0,0,-6,4,-31,0,1,0,7.62,7.62,3,0,2.3,-4.23,0,1,10,7,,,,,,7,,,,,,,,,,,,,10,,,,,,,,Red,KO/TKO,Punches,1,2:07,127,,,,,,,,,,,,,,,,,,,,,,,,
Shane Burgos,Makwan Amirkhani,-220,180,45.45454545,180,11/02/2019,"New York City, New York, USA", USA,Red,FALSE,Featherweight,MALE,3,0,2,0,,0.47,1.5,3.39,0.34,3,1,13,0,0,1,1,1,2,0,5,Southpaw,177.8,182.88,145,0,2,0,,0.5,0.2,0.36,1,3,1,16,0,0,1,2,1,1,0,5,Orthodox,180.34,190.5,145,28,31,0,0,0,0,0,-3,0,0,1,-2.54,-7.62,-3,0,1.3,3.03,0,1,,12,,,,,,,,,,12,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,3,4:32,872,,,,,,,,,,,,,,,,,,,,,,,,
Brad Tavares,Edmen Shahbazyan,160,-185,160,54.05405405,11/02/2019,"New York City, New York, USA", USA,Blue,FALSE,Middleweight,MALE,3,0,3,0,,0.52,0.8,6.77,0.4,3,0,5,0,0,1,0,1,1,0,3,Orthodox,187.96,187.96,185,1,0,0,,0.4,0,1.03,0.27,5,5,48,0,0,2,8,2,0,0,12,Orthodox,185.42,187.96,185,31,21,1,3,-2,-9,5,-43,0,-1,1,2.54,0,10,0,0.8,5.74,0,1,14,12,,,,,,,12,,,,,,,,,,,,,14,,,,,,,Red,KO/TKO,Kick,1,2:27,147,,,,,,,,,,,,,,,,,,,,,,,,
Andrei Arlovski,Jairzinho Rozenstruik,140,-160,140,62.5,11/02/2019,"New York City, New York, USA", USA,Blue,FALSE,Heavyweight,MALE,3,0,2,0,,0.46,0,0,0,2,0,3,0,0,0,0,2,0,0,2,Orthodox,193.04,198.12,242,0,1,0,,0.44,0.3,0.52,0.36,6,16,76,5,0,1,5,11,1,0,19,Orthodox,190.5,195.58,240,40,31,0,1,-4,-17,16,-73,-5,-9,-1,2.54,2.54,9,0,-0.3,-0.52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1,0:29,29,,,,,,,,,,,,,,,,,,,,,,,,
Katlyn Chookagian,Jennifer Maia,-135,115,74.07407407,115,11/02/2019,"New York City, New York, USA", USA,Red,FALSE,Women's Flyweight,FEMALE,3,0,2,0,,0.38,0,0.25,0.5,2,1,9,0,0,0,2,0,0,0,2,Orthodox,162.56,162.56,125,0,1,0,,0.32,0.1,0,0,3,2,24,0,0,1,4,0,0,0,5,Orthodox,175.26,172.72,125,30,31,0,1,-1,-3,1,-15,0,0,0,-12.7,-10.16,-1,0,-0.1,0.25,0,1,5,1,1,,,,,,,,,,,,,5,,,,,,,,,,,,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Lyman Good,Chance Rencountre,-115,-105,86.95652174,95.23809524,11/02/2019,"New York City, New York, USA", USA,Red,FALSE,Welterweight,MALE,3,0,2,0,,0.2,0.3,1.35,0.26,2,1,7,0,0,0,1,0,1,0,2,Southpaw,187.96,190.5,170,1,0,0,,0.49,0,0.38,1,1,2,7,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,170,34,32,1,2,1,0,1,0,0,-2,1,5.08,2.54,2,0,0.3,0.97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,2:03,723,,,,,,,,,,,,,,,,,,,,,,,,
Julio Arce,Hakeem Dawodu,-110,-110,90.90909091,90.90909091,11/02/2019,"New York City, New York, USA", USA,Blue,FALSE,Featherweight,MALE,3,0,3,0,,0.46,0,0,0,3,1,10,0,0,1,1,1,0,0,3,Orthodox,172.72,185.42,145,0,1,0,,0.36,0.6,0.58,0.3,2,1,12,0,0,0,1,1,1,0,3,Southpaw,170.18,177.8,145,30,28,0,2,1,0,0,-2,0,0,-1,2.54,7.62,2,0,-0.6,-0.58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Zabit Magomedsharipov,Calvin Kattar,-275,235,36.36363636,235,11/09/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Featherweight,MALE,5,0,2,0,,0.41,0,0.47,0.33,2,1,11,0,0,0,1,3,0,0,4,Orthodox,180.34,182.88,145,0,5,0,,0.48,0.8,5.22,0.56,5,0,13,0,0,0,2,0,3,0,5,Orthodox,185.42,185.42,145,28,31,0,-3,-3,-1,-1,-2,0,3,-3,-5.08,-2.54,-3,0,-0.8,-4.75,0,1,11,5,,,,,,,,,,5,,,,,,,,,,,,,11,,,,Red,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Alekander Volkov,Greg Hardy,-270,230,37.03703704,230,11/09/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Heavyweight,MALE,3,0,2,0,,0.49,0,0,0,2,1,10,0,0,0,0,2,0,0,2,Orthodox,195.58,203.2,265,1,0,0,,0.6,0.2,0.75,0.75,4,1,16,0,0,1,1,2,0,0,4,Orthodox,200.66,203.2,250,31,31,1,2,-2,-2,0,-6,0,0,0,-5.08,0,0,0,-0.2,-0.75,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zelim Imadaev,Danny Roberts,-240,200,41.66666667,200,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Welterweight,MALE,3,2,0,0,,0.44,0.4,0.18,0.06,2,4,18,0,0,1,1,2,1,0,5,Southpaw,185.42,187.96,170,1,0,0,,0.41,0,0.6,0.5,0,0,3,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,24,32,-1,0,2,5,-4,15,0,2,1,2.54,-5.08,-8,0,0.4,-0.42,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2,4:54,594,,,,,,,,,,,,,,,,,,,,,,,,
Khadis Ibragimov,Ed Herman,-235,195,42.55319149,195,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Light Heavyweight,MALE,3,0,1,0,,0.49,1.2,2.2,0.48,3,11,52,0,0,1,2,4,4,0,11,Orthodox,185.42,195.58,205,1,0,0,,0.52,0,1.67,0.3,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,198.12,205,24,39,1,1,3,11,-10,49,0,4,4,-5.08,-2.54,-15,0,1.2,0.53,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Ramazan Emeev,Rocco Martin,-135,115,74.07407407,115,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Welterweight,MALE,3,1,0,0,,0.36,1.1,0.68,0.25,4,5,35,0,0,0,4,1,3,0,8,Orthodox,182.88,185.42,170,0,3,0,,0.43,0.2,1.5,0.22,3,0,9,0,0,0,3,0,0,0,3,Southpaw,177.8,193.04,170,32,30,-1,-3,1,5,-5,26,0,1,3,5.08,-7.62,2,0,0.9,-0.82,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shamil Gamzatov,Klidson Abreu,-145,125,68.96551724,125,11/09/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,,0.39,0,0.67,0.2,1,1,6,0,0,0,1,0,0,0,1,Orthodox,182.88,187.96,205,0,0,0,,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,205,29,27,0,1,1,1,-1,6,0,0,0,-5.08,-5.08,2,0,0,0.67,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Magomed Ankalaev,Dalcha Lungiambula,-330,270,30.3030303,270,11/09/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Light Heavyweight,MALE,3,0,1,0,,0.55,0,2.83,0.5,1,0,3,0,0,0,0,1,0,0,1,Orthodox,172.72,193.04,205,0,2,0,,0.56,0,0.69,0.33,2,1,7,0,0,0,1,1,0,0,2,Orthodox,190.5,190.5,205,27,32,0,-1,-1,-1,1,-4,0,0,0,-17.78,2.54,-5,0,0,2.14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3,0:29,629,,,,,,,,,,,,,,,,,,,,,,,,
Rustam Khabilov,Sergey Khandozhko,-245,205,40.81632653,205,11/09/2019,"Moscow, Moscow, Russia", Russia,Red,FALSE,Welterweight,MALE,3,0,1,0,,0.42,0,0.5,0.16,1,0,3,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,170,1,0,0,,0.34,0.1,3.95,0.41,6,3,33,0,0,1,6,2,0,0,9,Orthodox,172.72,185.42,155,33,27,1,1,-5,-8,3,-30,0,-2,0,12.7,2.54,6,0,-0.1,-3.45,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Roman Kopylov,Karl Roberson,-145,125,68.96551724,125,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Middleweight,MALE,3,0,1,0,,0.52,0.8,1.07,0.57,1,2,9,0,0,1,1,0,1,0,3,Southpaw,185.42,187.96,185,0,0,0,,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,185,28,29,0,1,1,3,-2,9,0,0,1,2.54,-2.54,-1,0,0.8,1.07,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,4:01,841,,,,,,,,,,,,,,,,,,,,,,,,
Abubakar Nurmagomedov,David Zawada,-265,225,37.73584906,225,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Welterweight,MALE,3,2,0,0,,0.41,3.3,0.94,0.22,0,2,6,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,0,0,,0.44,0,5.29,1,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,30,29,-2,0,0,0,-2,6,0,0,0,2.54,7.62,1,0,3.3,-4.35,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,1,2:50,170,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Yakovlev,Roosevelt Roberts,110,-130,110,76.92307692,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Lightweight,MALE,3,1,0,0,,0.46,0.5,1.84,0.63,2,1,7,0,0,0,1,0,1,0,2,Orthodox,187.96,185.42,155,0,1,0,,0.47,0.2,1.56,0.33,2,4,17,0,0,0,1,1,1,0,3,Southpaw,190.5,187.96,155,35,25,-1,-1,0,-1,3,-10,0,-1,0,-2.54,-2.54,10,0,0.3,0.28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Jessica-Rose Clark,Pannie Kianzad,-105,-115,95.23809524,86.95652174,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Women's Bantamweight,FEMALE,3,2,0,0,,0.41,0.4,0.4,0.2,0,2,5,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,135,1,0,0,,0.47,0.5,1,0.5,2,1,9,0,0,1,1,0,0,0,2,Orthodox,165.1,162.56,125,32,28,-1,0,-2,-2,-1,-4,0,0,0,5.08,5.08,4,0,-0.1,-0.6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,,,,,,,,,,,,,,,,,,,,,,,
Grigorii Popov,Davey Grant,-150,130,66.66666667,130,11/09/2019,"Moscow, Moscow, Russia", Russia,Blue,FALSE,Bantamweight,MALE,3,2,0,0,,0.52,0,2.64,0.47,1,3,9,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,135,1,0,0,,0.37,0,0,0,0,1,2,0,0,0,0,0,0,0,0,Switch,170.18,170.18,135,35,34,-1,0,1,1,-2,7,0,0,0,2.54,5.08,1,0,0,2.64,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Blachowicz,Jacare Souza,-160,140,62.5,140,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE,5,1,0,0,,0.46,1.4,2.46,0.38,5,4,25,0,0,0,1,4,4,0,9,Orthodox,185.42,182.88,205,0,1,0,,0.49,0.3,1.18,0.52,4,5,36,0,0,0,3,2,2,0,7,Orthodox,187.96,198.12,205,36,40,-1,-1,1,2,1,-11,0,2,2,-2.54,-15.24,-4,0,1.1,1.28,0,1,,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,Red,S-DEC,,5,5:00,1500,0,0,71,20,170,48,0.41,0.41,105,56,205,88,0,0,0,5,0,0,0,0,0,0,0,0
Charles Oliveira,Jared Gordon,-390,320,25.64102564,320,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Lightweight,MALE,3,0,1,0,,0.54,0,2.98,0.39,2,3,13,0,0,0,2,1,0,0,3,Orthodox,175.26,172.72,155,0,5,0,,0.5,2.8,2.77,0.42,5,8,45,0,0,0,1,1,13,0,15,Orthodox,177.8,187.96,155,30,31,0,-4,-3,-12,5,-32,0,0,-13,-2.54,-15.24,-1,0,-2.8,0.21,0,1,,13,,,,,,,,,13,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1,1:26,86,1,0,10,7,16,18,0.62,0.38,10,7,16,18,0,0,1,0,0,0,0,0,0,0,0,0
Antonio Arroyo,Andre Muniz,105,-125,105,80,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Middleweight,MALE,3,0,0,0,,0.59,1.4,2.83,0.35,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,198.12,185,0,0,0,,0.69,0.4,1.95,0.41,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,185.42,185,30,29,0,0,0,0,0,0,0,0,0,-5.08,12.7,1,0,1,0.88,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,29,22,47,42,0.61,0.52,47,85,67,128,1,3,1,7,1,0.42,0,2,0,2,1,0
Markus Perez,Wellington Turman,135,-155,135,64.51612903,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Middleweight,MALE,3,1,0,0,,0.42,1,3,0.37,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,0,1,0,,0.48,1.1,1.08,0.26,1,2,9,0,0,0,0,0,2,0,2,Orthodox,185.42,185.42,185,21,23,-1,-1,-1,-2,1,-6,0,0,-2,-2.54,-2.54,-2,0,-0.1,1.92,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,49,48,96,120,0.51,0.4,56,59,103,132,0,2,1,9,0,0.22,0,0,0,1,0,0
Sergio Moraes,James Krause,170,-200,170,50,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,0,5,0,,0.48,0.6,1.06,0.18,5,3,26,0,0,0,3,2,2,0,7,Orthodox,187.96,185.42,170,2,0,1,,0.42,0.4,1.2,0.38,4,4,34,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,37,33,2,5,1,-1,1,-8,-1,1,-1,5.08,2.54,4,0,0.2,-0.14,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,3,4:19,859,0,3,41,102,99,174,0.41,0.58,42,125,100,200,1,0,4,0,0.25,0,0,0,1,1,0,1
Ricardo Ramos,Eduardo Garagorri,-430,345,23.25581395,345,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Featherweight,MALE,3,0,1,0,,0.54,0,0.79,1,1,0,3,0,0,0,1,0,0,0,1,Orthodox,175.26,177.8,145,0,1,0,,0.39,0.7,2.13,0.64,3,1,13,0,0,1,2,1,0,0,4,Orthodox,175.26,182.88,135,24,30,0,0,-2,-3,1,-10,0,-1,0,0,-5.08,-6,0,-0.7,-1.34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,3:57,237,0,0,10,6,34,16,0.29,0.37,12,6,36,16,2,0,3,0,0.66,0,1,0,1,0,0,0
Francisco Trinaldo,Bobby Green,-155,135,64.51612903,135,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Lightweight,MALE,3,1,0,1,,0.49,0.3,1.12,0.29,4,4,26,0,0,2,1,1,1,0,5,Orthodox,177.8,180.34,155,1,0,0,,0.44,0.5,1.08,0.45,7,6,50,0,0,1,6,4,2,0,13,Southpaw,175.26,177.8,155,41,33,0,0,-3,-8,2,-24,0,-3,-1,2.54,2.54,8,0,-0.2,0.04,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,31,50,122,115,0.25,0.43,36,67,127,135,1,2,2,2,0.5,1,1,0,0,4,0,0
Warlley Alves,Randy Brown,-135,115,74.07407407,115,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Welterweight,MALE,3,0,1,0,,0.47,0.6,0.95,0.46,2,3,21,0,0,0,2,2,1,0,5,Orthodox,190.5,198.12,170,0,1,0,,0.46,1,1.39,0.52,4,3,25,0,0,0,2,2,3,0,7,Orthodox,180.34,182.88,170,29,29,0,0,-2,-2,0,-4,0,0,-2,10.16,15.24,0,0,-0.4,-0.44,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Triangle Choke,2,1:22,382,0,0,3,16,11,30,0.27,0.53,8,24,18,38,3,1,3,1,1,1,2,1,3,1,0,1
Douglas Silva de Andrade,Renan Barao,-235,195,42.55319149,195,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Featherweight,MALE,3,4,0,0,,0.36,0.5,1.49,0.41,7,7,48,6,0,0,4,2,3,0,9,Orthodox,167.64,177.8,145,1,0,0,,0.38,0,0.65,0.5,2,3,16,0,0,0,2,1,0,0,3,Orthodox,170.18,172.72,145,34,32,-3,0,5,6,-4,32,6,1,3,-2.54,5.08,2,0,0.5,0.84,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,74,58,163,158,0.45,0.36,100,140,190,241,0,2,0,9,0,0.22,0,0,0,1,0,0
Ariane Lipski,Isabela De Pauda,-260,220,38.46153846,220,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Red,FALSE,Women's Flyweight,FEMALE,3,0,0,0,,0.35,1,2,0.66,0,0,0,0,0,0,0,0,0,0,0,Orthodox,160.02,162.56,125,2,0,0,,0.31,0.3,0.33,1,0,2,6,0,0,0,0,0,0,0,6,Orthodox,167.64,170.18,125,25,28,2,0,0,-6,2,-6,0,0,0,-7.62,-7.62,-3,0,0.7,1.67,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanessa Melo,Tracy Cortez,195,-235,195,42.55319149,11/16/2019,"Sao Paulo, Sao Paulo, Brazil", Brazil,Blue,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,,0.54,0,3,0.37,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,135,1,0,0,,0.28,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,135,31,26,1,0,0,0,1,-3,0,0,0,0,0,5,0,0,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,0,0,40,79,125,140,0.32,0.56,76,155,161,224,0,2,0,9,0,0.22,0,0,0,1,0,0
Frankie Edgar,Chan Sung Jung,129,-151,129,66.22516556,12/21/2019,"Busan, South Korea", South Korea,Blue,FALSE,Featherweight,MALE,5,0,1,0,,0.3972,0.64,0.81,0.4167,3,2,18,1,0,0,0,3,1,0,5,Orthodox,170.18,182.88,145,1,0,1,,0.3993,0.35,2.36,0.3192,5,7,88,8,0,0,10,4,2,1,16,Orthodox,167.64,172.72,145,38,32,1,1,-2,-11,5,-70,-7,-2,-1,2.54,10.16,6,0,0.29,-1.55,0,1,6,4,,,,,,,,,,4,,,,,,,,,,,,,6,,,,Red,KO/TKO,Punches,1,3:18,198,0,1,9,46,14,60,0.64,0.76,9,79,14,97,0,0,2,0,0,0,0,0,0,1,0,0
Volkan Oezdemir,Aleksandar Rakic,145,-175,145,57.14285714,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Light Heavyweight,MALE,3,0,4,0,,0.5289,0,1.29,0.6,4,0,8,0,0,0,2,2,0,0,4,Orthodox,193.04,198.12,205,0,1,0,,0.4644,0,0.48,0.2222,3,3,15,1,0,1,0,3,0,0,4,Orthodox,193.04,190.5,205,30,27,0,3,1,0,3,-7,-1,-1,0,0,7.62,3,0,0,0.81,0,1,10,8,,,,,,8,,,,,,,,,,,,,10,,,,,,,,Red,S-DEC,,3,5:00,900,0,0,63,75,144,147,0.43,0.51,118,87,199,162,0,1,0,9,0,0.11,0,1,0,0,0,0
Dooho Choi,Charles Jourdain,-280,220,35.71428571,220,12/21/2019,"Busan, South Korea", South Korea,Blue,FALSE,Featherweight,MALE,3,1,0,0,,0.3767,0,0,0,0,1,3,0,0,0,0,0,0,0,0,Switch,175.26,175.26,145,2,0,0,,0.5331,0,0.55,0.2,3,2,8,0,0,0,0,3,0,0,3,Orthodox,175.26,177.8,145,28,24,1,0,-3,-3,1,-5,0,-3,0,0,-2.54,4,0,0,-0.55,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,4:32,572,1,2,42,64,94,129,0.44,0.49,44,75,96,140,0,0,0,0,0,0,0,0,0,0,0,0
Da Un Jung,Mike Rodriguez,-118,-118,84.74576271,84.74576271,12/21/2019,"Busan, South Korea", South Korea,Red,FALSE,Light Heavyweight,MALE,3,1,0,0,,0.526,0,0,0,1,2,7,0,0,0,0,1,0,0,1,Southpaw,193.04,208.28,205,0,1,0,,0.4263,1.25,0,0,1,0,3,0,0,0,0,0,1,0,1,Orthodox,193.04,199.39,205,31,31,-1,-1,0,0,-2,4,0,1,-1,0,8.89,0,0,-1.25,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
